../Datasets/AR/Training/man26/m-026-9.pgm;0
../Datasets/AR/Training/man26/m-026-20.pgm;0
../Datasets/AR/Training/man26/m-026-10.pgm;0
../Datasets/AR/Training/man26/m-026-12.pgm;0
../Datasets/AR/Training/man26/m-026-17.pgm;0
../Datasets/AR/Training/man26/m-026-6.pgm;0
../Datasets/AR/Training/man26/m-026-22.pgm;0
../Datasets/AR/Training/man26/m-026-26.pgm;0
../Datasets/AR/Training/man26/m-026-2.pgm;0
../Datasets/AR/Training/man26/m-026-25.pgm;0
../Datasets/AR/Training/man26/m-026-19.pgm;0
../Datasets/AR/Training/man26/m-026-21.pgm;0
../Datasets/AR/Training/man26/m-026-8.pgm;0
../Datasets/AR/Training/man26/m-026-1.pgm;0
../Datasets/AR/Training/man26/m-026-18.pgm;0
../Datasets/AR/Training/man26/m-026-5.pgm;0
../Datasets/AR/Training/man26/m-026-3.pgm;0
../Datasets/AR/Training/man26/m-026-24.pgm;0
../Datasets/AR/Training/man26/m-026-13.pgm;0
../Datasets/AR/Training/man26/m-026-14.pgm;0
../Datasets/AR/Training/man26/m-026-11.pgm;0
../Datasets/AR/Training/man26/m-026-4.pgm;0
../Datasets/AR/Training/man26/m-026-23.pgm;0
../Datasets/AR/Training/man67/m-067-1.pgm;1
../Datasets/AR/Training/man67/m-067-20.pgm;1
../Datasets/AR/Training/man67/m-067-19.pgm;1
../Datasets/AR/Training/man67/m-067-12.pgm;1
../Datasets/AR/Training/man67/m-067-14.pgm;1
../Datasets/AR/Training/man67/m-067-6.pgm;1
../Datasets/AR/Training/man67/m-067-2.pgm;1
../Datasets/AR/Training/man67/m-067-8.pgm;1
../Datasets/AR/Training/man67/m-067-4.pgm;1
../Datasets/AR/Training/man67/m-067-11.pgm;1
../Datasets/AR/Training/man67/m-067-15.pgm;1
../Datasets/AR/Training/man67/m-067-24.pgm;1
../Datasets/AR/Training/man67/m-067-16.pgm;1
../Datasets/AR/Training/man67/m-067-23.pgm;1
../Datasets/AR/Training/man67/m-067-3.pgm;1
../Datasets/AR/Training/man67/m-067-5.pgm;1
../Datasets/AR/Training/man67/m-067-26.pgm;1
../Datasets/AR/Training/man67/m-067-22.pgm;1
../Datasets/AR/Training/man67/m-067-9.pgm;1
